,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,study_name,player_id
18,40,40,40,40,40,112,105,101,96,93,91,88,87,85,84,84,43,2,1,2,beerGame,57aicgny
19,40,40,40,40,40,112,105,101,96,93,91,88,87,85,84,84,83,82,81,77,beerGame,uql2gzu7
20,40,40,40,40,40,112,105,101,96,63,21,58,87,69,33,84,63,82,81,82,beerGame,9nuoqvrh
21,40,40,40,40,40,112,105,101,96,93,11,8,87,85,42,78,80,78,81,82,beerGame,zlwz8udb
22,40,40,40,40,40,112,105,101,96,93,91,30,87,85,64,84,83,82,81,82,beerGame,qvcpydgj
23,40,0,32,40,40,104,91,55,93,89,16,67,65,4,30,82,55,78,81,55,beerGameOUL,5taj0yyg
24,40,0,32,40,40,104,91,55,93,17,8,87,85,44,3,82,82,22,81,81,beerGameOUL,k3130yub
25,40,0,32,40,40,104,91,55,93,89,88,57,6,84,82,82,75,82,81,81,beerGameOUL,kquyonnt
26,40,0,32,40,40,104,91,55,93,57,48,87,45,4,83,82,28,82,81,81,beerGameOUL,6qbxdpc8
27,40,0,32,40,40,104,91,55,93,57,50,87,43,4,83,82,82,82,81,81,beerGameOUL,4kqdzy4c
28,40,0,32,40,40,104,91,55,93,57,8,62,85,29,3,82,82,2,81,81,beerGameOUL,gppgygcy
29,40,0,32,40,40,104,91,55,93,57,8,27,85,64,3,67,82,17,81,81,beerGameOUL,1b68uuyc
30,40,0,32,40,40,104,91,55,93,29,8,49,85,70,3,82,82,32,81,81,beerGameOUL,r2b2u4r0
31,40,0,32,40,40,104,91,55,93,17,48,87,80,9,50,69,48,37,81,81,beerGameOUL,j98wog89
32,40,0,32,40,40,104,91,55,93,89,88,87,85,60,83,43,82,82,81,81,beerGameOUL,suh54nkf
33,40,0,32,40,40,104,91,55,93,17,8,67,85,64,3,82,82,82,81,81,beerGameOUL,bou4qcf3
34,40,0,32,40,40,104,91,55,93,87,48,17,85,4,3,82,82,35,81,81,beerGameOUL,o2900rg3
35,40,0,32,40,40,104,91,55,93,89,88,87,85,84,83,30,2,82,81,81,beerGameOUL,y15m8eqt
36,40,0,32,40,40,104,91,55,93,17,88,87,45,4,83,82,78,82,81,81,beerGameOUL,qckejvcl
37,40,0,32,40,40,104,91,55,93,57,8,21,85,70,3,82,82,19,81,81,beerGameOUL,5gtxu8uh
38,40,0,32,40,40,104,91,55,93,27,8,77,85,44,3,82,82,82,81,81,beerGameOUL,nv1e7mid
39,40,0,32,40,40,104,91,55,93,89,58,85,5,10,83,65,82,34,81,81,beerGameOUL,hwxhdbe5
40,40,0,32,40,40,104,91,55,93,17,8,87,25,84,23,2,82,82,81,81,beerGameOUL,7cm964w8
41,40,0,32,40,40,104,91,55,93,17,8,87,85,44,58,47,62,14,81,81,beerGameOUL,6vzqg0js
42,40,0,32,40,40,104,91,55,93,89,88,87,54,28,52,30,66,82,81,81,beerGameOUL,ynlyf1te
43,40,0,32,40,40,104,91,55,93,89,88,55,5,79,80,36,2,82,81,19,beerGameOUL,0tpzrki9
44,40,0,32,40,40,104,91,55,93,89,88,84,15,49,78,3,82,82,81,81,beerGameOUL,fzdd1y59
45,40,0,32,40,40,104,91,55,93,57,48,87,29,20,71,19,77,2,81,81,beerGameOUL,fbdpf2o0
46,40,0,32,40,40,104,91,55,93,89,88,87,72,37,45,37,54,82,81,81,beerGameOUL,8rhd0oyg
47,40,0,32,40,40,104,91,55,93,17,8,87,85,44,83,82,82,82,81,81,beerGameOULnoSg,bqs8pilc
48,40,0,32,40,40,104,91,55,93,89,8,77,63,4,38,82,47,82,81,81,beerGameOULnoSg,i0ohcq9m
49,40,0,32,40,40,104,91,55,93,57,48,87,45,4,83,82,39,82,81,81,beerGameOULnoSg,ipc9hoem
50,40,0,32,40,40,104,91,55,93,89,36,87,51,4,83,56,36,79,71,74,beerGameOULnoSg,3nwug9zq
51,40,0,32,40,40,104,91,55,93,37,28,87,85,4,48,82,37,82,81,81,beerGameOULnoSg,x5ops6fb
52,40,0,32,40,40,104,91,55,93,89,88,55,76,4,83,11,82,82,81,81,beerGameOULnoSg,ox3se6vg
