,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,study_name,player_id
0,40,40,40,40,40,112,105,101,96,93,56,18,57,85,48,72,82,82,81,82,beerGame,pcxc7ppc
1,40,40,40,40,40,112,105,101,56,13,51,58,87,62,73,78,43,52,51,82,beerGame,yu89s87s
2,40,40,40,40,40,112,105,101,96,53,51,48,87,59,51,84,60,82,81,82,beerGame,ljogoi99
3,40,40,40,40,40,112,105,101,96,83,31,48,87,55,58,84,67,82,81,82,beerGame,sz92hw3v
4,40,40,40,40,40,112,105,101,96,93,11,48,7,45,65,79,40,82,57,14,beerGame,rr4lay3l
5,40,40,40,40,40,112,105,101,96,73,31,28,87,85,7,84,83,82,81,82,beerGame,vqmqrdxe
6,40,40,40,40,40,112,105,101,96,53,11,8,87,75,54,84,83,67,81,82,beerGame,xwyidhmf
7,40,40,40,40,40,112,105,101,96,93,11,8,87,85,42,84,74,82,81,82,beerGame,gthepelt
8,40,40,40,40,40,112,105,101,96,93,91,88,66,81,84,84,83,82,81,82,beerGame,taff4x6b
9,40,40,40,40,40,112,105,101,96,93,12,28,87,85,5,84,83,82,70,2,beerGame,uunntdko
11,40,40,40,40,40,112,105,101,96,93,91,88,87,85,84,84,83,82,29,82,beerGame,6no5mud5
12,40,40,40,40,40,112,105,101,96,53,11,48,7,5,4,4,3,2,81,42,beerGame,plb695u5
13,40,40,40,40,40,112,105,101,96,53,11,48,87,45,14,84,83,43,81,82,beerGame,vprdi9za
14,40,40,40,40,40,112,105,101,96,93,11,48,67,85,33,84,82,82,81,82,beerGame,ju1o2887
15,40,40,40,40,40,112,105,101,96,93,91,88,87,85,84,84,83,82,81,82,beerGame,mxu03idu
16,40,40,40,40,40,112,105,101,96,93,12,8,47,85,84,22,83,82,81,82,beerGame,0m12hk8a
17,40,40,40,40,40,112,105,101,96,93,91,48,27,53,44,24,51,42,21,50,beerGame,kprpqf84
