,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,study_name,player_id
56,0,0,0,0,0,0,67,122,155,112,120,187,154,136,92,74,14,0,0,0,beerGameOULnoSg,q1d2z6ab
57,0,0,0,0,0,0,0,2,95,104,141,156,189,205,177,72,0,0,0,0,beerGameOULnoSg,0auyyaft
58,0,0,0,0,0,16,107,162,155,72,80,167,92,136,0,0,0,0,0,0,beerGameOULnoSg,1i7n46v8
59,0,0,0,0,0,0,0,0,55,120,148,144,156,141,105,44,87,144,205,202,beerGameOULnoSg,pwz10qc3
60,0,0,0,0,0,0,27,59,72,144,183,180,132,129,0,0,0,0,0,0,beerGameOULnoSg,eyhz28iz
61,0,0,0,0,0,0,0,10,55,130,174,127,146,81,119,64,99,57,84,53,beerGameOULnoSg,ztsxpjur
62,0,0,0,0,0,0,67,122,65,112,120,91,137,118,126,186,10,0,0,0,beerGameOULnoSg,p8otvg9n
63,0,0,0,0,0,0,67,82,111,168,216,247,198,202,226,179,181,178,259,128,beerGameOULnoSg,0tanrp3l
64,0,0,0,0,0,0,5,20,63,144,185,180,132,156,14,0,0,0,0,0,beerGameOULnoSg,1vipmggl
65,0,0,0,0,0,0,57,112,55,122,130,117,132,107,166,165,189,183,189,150,beerGameOULnoSg,b7hpniiw
66,0,0,0,0,0,0,0,0,45,36,86,96,136,127,0,0,0,0,0,0,beerGameOULnoSg,tug1j37z
67,0,0,0,0,0,0,0,10,55,137,180,127,139,14,0,0,0,0,0,0,beerGameOULnoSg,ixvl75tc
68,0,0,0,0,0,16,107,162,130,72,80,139,92,136,0,0,0,0,0,0,beerGameOULnoSg,rdswgmbr
